gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3802700393	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/98082350	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.389666	-99.041698	851.0						2020-10-17T10:14	17	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	98082350		R.E.Llanos	2021-10-13T06:49:59	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T07:09:29.313Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802393397	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97479763	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.388876	-99.039252	1048.0						2020-10-17T09:44	17	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	97479763		R.E.Llanos	2021-10-07T20:18:26	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T08:42:03.776Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802387344	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71332212	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.444913	-99.062757							2019-05-11T15:08	11	5	2019	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	71332212		R.E.Llanos	2021-03-15T23:59:10	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T08:32:57.971Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802376347	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71369039	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.441851	-99.061591	189.0						2019-05-11T15:47	11	5	2019	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	71369039		R.E.Llanos	2021-03-16T16:47:12	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T10:18:22.753Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802366351	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71332214	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.445657	-99.06335	308.0						2019-05-11T15:10	11	5	2019	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	71332214		R.E.Llanos	2021-03-15T23:59:11	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T08:32:56.634Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802357392	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97479770	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.388876	-99.039252	1048.0						2020-10-17T09:47	17	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	97479770		R.E.Llanos	2021-10-07T20:18:27	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T08:42:05.603Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802319307	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/23425544	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Chiapas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	16.979953	-91.58507	48.0						2019-04-27T12:56:01	27	4	2019	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	23425544		Miguel García Cruz	2019-04-27T18:14:06	CC_BY_NC_4_0	Miguel García Cruz	Miguel García Cruz			2026-04-18T06:50:30.750Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802306333	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/70203763	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Veracruz	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	19.489965	-97.088113	30562.0						2019-05-19T11:59	19	5	2019	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	70203763		El Chivizcoyo	2021-02-26T17:07:49	CC_BY_NC_4_0	El Chivizcoyo	El Chivizcoyo			2026-04-18T10:18:09.239Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3802268395	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/97526911	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		San Luis Potosí	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.388274	-99.046272	700.0						2020-10-17T10:06	17	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	97526911		R.E.Llanos	2021-10-08T08:28:51	CC_BY_NC_4_0	R.E.Llanos	R.E.Llanos			2026-04-18T08:42:05.131Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3772611369	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/64066660	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae		SPECIES	Podocarpus matudae Lundell	Podocarpus matudae		MX		Tamaulipas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.066681	-99.227243							2020-10-31T15:16:12	31	10	2020	5285997	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	64066660		Benigno Gómez Garza	2020-11-02T22:32:35	CC_BY_NC_4_0	Benigno Gómez Garza	Benigno Gómez Garza			2026-04-18T10:16:58.540Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3759190720	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/96016489	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus matudae	jaliscanus	SUBSPECIES	Podocarpus matudae subsp. jaliscanus (de Laub. & Silba) Silba	Podocarpus matudae jaliscanus		MX		Jalisco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	20.519044	-105.257147	780.0						2021-09-22T11:15:30	22	9	2021	8174724	5285997	HUMAN_OBSERVATION	iNaturalist	Observations	96016489		Dante S. Figueroa	2022-04-20T12:43:04	CC_BY_NC_4_0	Ana Nuño	Ana Nuño			2026-04-18T08:41:36.187Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
